Date|Sección|Title|Encabezado
29/04/2017|c131|http://www.lanacion.com.ar/2019154-cambio-de-mando-en-el-hockey-sobre-cesped-miguel-grasso-es-el-nuevo-presidente-de-la-confederacion|El dirigente cordobés se impuso con el 68 por ciento de los votos y estará al frente de la CAH hasta 2021; venció al oficialismo, compuesto por la fórmula Isola-Marcellini
29/04/2017|c131|http://www.lanacion.com.ar/2019159-bayern-munich-bundesliga|Tres fechas antes de que termine el campeonato, se consagró campeón en Alemania al golear 6-0 a Wolfsburgo
29/04/2017|c131|http://www.lanacion.com.ar/2019161-anthony-joshua-la-gran-figura-de-los-pesados-enterro-la-hegemonia-de-europa-del-este|Derrotó por knock out técnico en el 11° round al ucraniano  Vladimir Klitschko, en Wembley; a los 27 años, el británico defendió la corona de la FIB y ganó la de la AMB
29/04/2017|c131|http://www.lanacion.com.ar/2019162-mira-el-impresionante-uppercut-de-joshua-que-determino-el-principio-del-final-para-klistchko|En el 11° round, el británico aplicó ese golpe al ucraniano que allanó el camino de la victoria
29/04/2017|c131|http://www.lanacion.com.ar/2019235-un-bajon-impensado-en-gimnasia-se-abren-interrogantes-pensando-en-el-futuro-proximo|Las derrotas consecutivas del Lobo ante Rosario Central, en Rosario, y frente a San Lorenzo en La Plata, obligaron a un replanteo acerca de cómo lastimar a los rivales
29/04/2017|c337|http://www.lanacion.com.ar/2018564-colimba-a-la-neozelandesa-jovenes-profesionales-se-capacitan-en-los-mejores-tambos-del-mundo|Emilio Ferretti, después de recibirse de ingeniero agrónomo, trabajó un año en Nueva Zelanda en un sistema muy exigente; aprendió las claves de su productividad
29/04/2017|c337|http://www.lanacion.com.ar/2018567-ganaderia-los-incendios-cambian-los-ecosistemas-y-generan-degradacion|El fuego que devastó un millón de hectáreas en La Pampa favoreció tanto el rebrote de pastizales como de arbustivas
29/04/2017|c337|http://www.lanacion.com.ar/2018568-el-bife-argentino-tiene-que-llegar-a-estados-unidos|None
29/04/2017|c337|http://www.lanacion.com.ar/2018569-angus-presente-en-la-nacion-ganadera|None
29/04/2017|c337|http://www.lanacion.com.ar/2018570-las-malezas-golpean-la-rentabilidad-agricola|None
29/04/2017|c337|http://www.lanacion.com.ar/2018573-las-estancias-que-se-van|None
29/04/2017|c337|http://www.lanacion.com.ar/2018574-mas-rock-y-menos-rosca|None
29/04/2017|c337|http://www.lanacion.com.ar/2018575-fuerte-disminucion-de-la-oferta-en-el-mercado-de-liniers|None
29/04/2017|c337|http://www.lanacion.com.ar/2018576-con-un-volumen-local-de-soja-constante-se-mira-hacia-eeuu|None
29/04/2017|c337|http://www.lanacion.com.ar/2018598-la-ganaderia-entro-en-el-gradualismo|None
29/04/2017|c337|http://www.lanacion.com.ar/2018600-en-villegas-persiste-el-drama-productivo|None
29/04/2017|c337|http://www.lanacion.com.ar/2018601-geronimo-momo-venegas-los-pobres-fueron-los-rehenes-del-gobierno-k|El secretario general de Uatre y fundador del partido FE se refirió, entre otros temas, a la polémica por la carga de los silobolsas por personal de las bolsas de trabajo del gremio
29/04/2017|c337|http://www.lanacion.com.ar/2018956-cortaron-una-ruta-por-la-crisis-de-sancor|Trabajadores bloquearon la 34; Lifschitz, contra las condiciones del Gobierno
29/04/2017|c337|http://www.lanacion.com.ar/2018994-frente-a-un-fin-de-semana-ideal-para-la-cosecha-cayo-el-valor-de-la-soja-en-rosario|Las fábricas ofrecieron $ 3600 por tonelada, $ 100 menos que anteayer; también retrocedió el precio del maíz
29/04/2017|c337|http://www.lanacion.com.ar/2018997-el-precio-de-la-hacienda-se-cotizo-en-alza|Ante a una oferta insuficiente, hubo mejoras de 20 a 70 centavos por kilo
29/04/2017|c337|http://www.lanacion.com.ar/2018998-sintesis|None
29/04/2017|c337|http://www.lanacion.com.ar/2019000-en-china-podria-caer-el-consumo-domestico-de-aceite-de-soja|Por el rechazo a los transgénicos de los habitantes de mayor poder adquisitivo
29/04/2017|c432|http://www.lanacion.com.ar/2018824-agenda-vida-digital|None
29/04/2017|c432|http://www.lanacion.com.ar/2018830-musica-clasica-el-secreto-mejor-guardado-de-spotify|Para mi asombro (y el de muchos), el servicio abunda en obras compuestas antes de que naciera el gramófono
29/04/2017|c432|http://www.lanacion.com.ar/2018935-qids-un-whatsapp-para-grupos-de-padres-hartos-del-ruido|Nació como una respuesta a las notificaciones del popular mensajero, invasivas y desordenadas; llegó al país y ya lo usan 1500 argentinos
29/04/2017|c432|http://www.lanacion.com.ar/2018939-hallazgos-en-la-web|None
29/04/2017|c7775|http://www.lanacion.com.ar/2019058-apuntan-a-policias-tras-el-crimen-de-araceli|Un subinspector es hermano de dos de los detenidos; cayó el principal acusado
29/04/2017|c7775|http://www.lanacion.com.ar/2019059-atendieron-mas-de-mil-casos-de-agresiones|El Ministerio Público Fiscal tiene una oficina de apoyo a las víctimas
29/04/2017|c7775|http://www.lanacion.com.ar/2019060-detuvieron-a-otro-sospechoso-por-el-homicidio-de-micaela-garcia|Se trata de Gabriel Otero, hijastro del principal acusado, Sebastián Wagner
29/04/2017|c7775|http://www.lanacion.com.ar/2019061-aumenta-la-relacion-entre-las-drogas-y-el-delito|Fue víctima de algún robo casi la mitad de los jóvenes que viven en barrios humildes
29/04/2017|c7775|http://www.lanacion.com.ar/2019079-detuvieron-al-hijastro-de-sebastian-wagner-como-posible-coautor-del-crimen-de-micaela-garcia|El hombre tiene 21 años y es hijo de Nora González, pareja del asesino confeso de la joven
29/04/2017|c7775|http://www.lanacion.com.ar/2019096-velan-hasta-cerca-del-mediodia-los-restos-de-araceli-fulles-en-san-martin|Lo dijo Ricardo Fulles durante el velatorio; el cuerpo de la joven de 22 años fue encontrado en la casa de Darío Badaracco, principal acusado, en José León Suárez
29/04/2017|c7775|http://www.lanacion.com.ar/2019098-quien-era-el-agente-asesinado-mientras-hacia-tareas-de-inteligencia-en-una-villa|Alan Dolz tenía 21 años, había egresado como agente en diciembre pasado y prestaba servicios en la Superintendencia de Drogas Peligrosas; vivía con su familia en Quilmes
29/04/2017|c7775|http://www.lanacion.com.ar/2019102-caso-araceli-fulles-trasladaron-al-presunto-asesino-a-los-tribunales-de-san-martin-y-sera-indagado-esta-tarde|Darío Badaracco fue detenido anoche en la Villa 1-11-14 por Gendarmería gracias a que un grupo de vecinas lo reconoció y lo persiguió
29/04/2017|c7775|http://www.lanacion.com.ar/2019108-corrian-una-picada-a-240-kmh-y-se-grabaron-durante-varias-horas-por-toda-la-ciudad|Los jóvenes compartieron por redes sociales las imágenes tomadas desde uno de los vehículos de alta gama y se mofaron de que no fueron frenados por la Policía
30/04/2017|c30|http://www.lanacion.com.ar/2019169-odebrecht-aporto-fondos-para-la-campana-de-pro-y-otros-partidos-estan-bajo-la-lupa|Donó $500.000 con Braskem; otro dirigentes niegan haber recibido aportes
30/04/2017|c30|http://www.lanacion.com.ar/2019170-la-caja-dos-que-financio-la-politica-de-la-region|Odebrecht admitió pagos ilegales para campañas en  Brasil y en otros países
30/04/2017|c30|http://www.lanacion.com.ar/2019186-macri-interviene-en-la-interna-gremial-y-pule-anuncios-laborales|Mañana se mostrará con los sindicatos aliados y anunciaría un proyecto de reconversión de planes sociales y otro de beneficios impositivos a transportistas; la CGT se reúne por separado, igual que la CTA
30/04/2017|c30|http://www.lanacion.com.ar/2019187-la-crisis-de-la-salud-el-otro-conflicto-que-complica-a-vidal|Este año ya hubo 20 días de paro, y muchos hospitales funcionan con varias deficiencias
30/04/2017|c30|http://www.lanacion.com.ar/2019188-la-izquierda-se-une-para-liderar-un-gremio|Quiere destronar al kirchnerista Iadarola al frente de los telefónicos
30/04/2017|c30|http://www.lanacion.com.ar/2019189-los-adultos-conservan-un-mayor-apoyo-a-macri-que-los-jovenes|Diferentes encuestadoras registran una diferencia etaria importante en la imagen del Gobierno; lo atribuyen a su estilo de comunicación y a su perfil político
30/04/2017|c30|http://www.lanacion.com.ar/2019190-cambiemos-tensiones-en-el-armado-nacional|Chaco, Santa Fe, Capital, Córdoba, Formosa y Tucumán, con problemas entre Pro, la UCR y la CC
30/04/2017|c30|http://www.lanacion.com.ar/2019191-los-ministros-caminan-los-municipios-del-fpv|El oficialismo despliega a sus funcionarios en el conurbano, para ayudar a los candidatos locales
30/04/2017|c30|http://www.lanacion.com.ar/2019192-el-gobierno-admite-que-el-reclamo-por-malvinas-esta-en-punto-muerto|Si bien la relación con Londres es "muy buena" no hay progresos en relación a las islas, más allá de la identificación de los NN
30/04/2017|c30|http://www.lanacion.com.ar/2019193-la-amia-renueva-sus-autoridades-con-el-oficialismo-como-favorito|La  actual conducción impulsa al ex diputado radical   Zbar; la lista de Bergman denunció irregularidades y no participará
30/04/2017|c30|http://www.lanacion.com.ar/2019194-murio-martinez-raymonda-figura-clave-de-la-democracia-progresista|Fue diputado nacional, con larga actuación en Santa Fe y en la Capital Federal; fue también embajador en Italia y director de Yacyretá
30/04/2017|c30|http://www.lanacion.com.ar/2019222-santa-cruz-como-es-estar-mas-de-un-mes-sin-clase|Los docentes de la provincia son uno de los bastiones de las protestas contra el gobierno de Alicia Kirchner; se sienten maltratados por no poder cobrar normalmente sus sueldos y lamentan los efectos sobre la educación; pero también se mantienen en su postura con convicción
30/04/2017|c30|http://www.lanacion.com.ar/2019241-martin-lousteau-nadie-debe-tener-miedo-de-competir-con-lilita|Critica la decisión de Pro de no habilitarlo a las PASO, pero dice que se postulará igual; "hay un marketing de la grieta, y eso es malo", cuestiona
30/04/2017|c30|http://www.lanacion.com.ar/2019242-la-dirigencia-radical-evito-la-foto-con-el-ex-embajador|Morales, Corral y Mestre faltaron al acto que lideró Lousteau en Córdoba
30/04/2017|c30|http://www.lanacion.com.ar/2019314-es-muy-probable-que-trump-venga-a-la-argentina-el-ano-que-viene-dijo-el-embajador-interino-de-eeuu|Tom Cooney sostuvo que el magnate visitaría el país durante la cumbre del G-20; "Fue una semana importante para la relación", consideró
30/04/2017|c30|http://www.lanacion.com.ar/2019320-por-supuesto-que-vamos-a-cantar-la-marcha-peronista-dijo-venegas-sobre-el-acto-con-macri|El líder de Uatre negó que haya acordado con la Casa Rosada que no se entone la marcha durante celebración por el Día del Trabajador que compartirá con el Presidente
30/04/2017|c30|http://www.lanacion.com.ar/2019329-daniel-scioli-la-segunda-etapa-de-macri-tendra-privatizaciones|Cuestionó el programa económico del Gobierno y dijo que el salario seguirá siendo "la variable de ajuste"; pidió que haya una "interna participativa" dentro del PJ
30/04/2017|c30|http://www.lanacion.com.ar/2019338-pablo-moyano-le-respondio-a-momo-venegas-es-vergonzoso-que-algunos-dirigentes-lleven-a-sus-trabajadores-a-aplaudir-a-macri|El secretario gremial de la CGT se refirió al acto del oficialismo por el Día del Trabajador en Ferro
30/04/2017|c30|http://www.lanacion.com.ar/2019355-nora-cortinas-si-algun-dia-perdemos-el-rumbo-les-pedimos-que-nos-los-digan|La presidenta de Madres Línea Fundadora brindó un discurso a 40 años de la organización de derechos humanos; críticas a Macri
30/04/2017|c30|http://www.lanacion.com.ar/2019366-luis-moreno-ocampo-es-ridiculo-atacar-a-lorenzetti-y-no-meterse-con-bonadio|El ex fiscal adjunto del Juicio a las Juntas Militares opinó acerca del pedido de juicio político contra el presidente de la Corte Suprema
30/04/2017|c30|http://www.lanacion.com.ar/2019372-daniel-scioli-va-a-ser-un-dia-del-trabajador-con-sabor-amargo|El ex gobernador bonaerense apuntó contra el gobierno de Mauricio Macri por la situación económica del país; también ratificó su posición en la interna del PJ
30/04/2017|c30|http://www.lanacion.com.ar/2019376-madres-de-plaza-de-mayo-conmemoraron-40-anos-de-lucha-con-actos-y-espectaculos-musicales|Nora Cortiñas, titular de la asociación solicitó la apertura de archivos de la dictadura; Hebe de Bonafini reivindicó al kirchnerismo
30/04/2017|c30|http://www.lanacion.com.ar/2019378-patricia-bullrich-desmintio-los-dichos-de-cristina-kirchner-sobre-los-incidentes-en-santa-cruz|La ministra de Seguridad hizo referencia a los sucesos frente a la residencia de la gobernadora Alicia Kirchner
30/04/2017|c30|http://www.lanacion.com.ar/2019381-dia-del-trabajador-mauricio-macri-en-ferro-la-cgt-en-obras-y-las-dos-cta-en-la-carpa-itinerante|El Presidente se mostrará con los sindicatos aliados y anunciaría un proyecto de reconversión de planes sociales y otro de beneficios impositivos a transportistas
30/04/2017|c272|http://www.lanacion.com.ar/2018879-la-carambola-a-dos-bandas-de-los-vehiculos-que-no-necesitan-conductor|Los automóviles automanejados revolucionarán no sólo el mundo del transporte, sino que también traerán nuevos negocios en otros rubros que se nutrirán de los efectos de esta tecnología; las automotrices hoy debaten el timing de la producción de las unidades
30/04/2017|c272|http://www.lanacion.com.ar/2018880-el-talento-femenino-clave-para-la-actividadque-desafios-enfrenta-el-pais-despues-del-blanqueo|Flexibilidad y equidad son dos requisitos para ser firmas inclusivas
30/04/2017|c272|http://www.lanacion.com.ar/2018881-no-hay-castigo-para-la-irresponsabilidad-fiscal|La crisis de Santa Cruz es espejo de lo peor del modelo K y confirma que la sociedad no reacciona durante su gestación, sino cuando estalla
30/04/2017|c272|http://www.lanacion.com.ar/2018882-infraestructura-o-dolar-que-pesa-mas-en-la-competitividad|None
30/04/2017|c272|http://www.lanacion.com.ar/2018891-management-2020-en-el-futuro-del-trabajo-el-peon-puede-poner-en-jaque-al-rey|Curiosidad intelectual, inteligencia emocional y versatilidad son algunos de los atributos que deberán tener quienes quieran estar del lado de los ganadores en el mundo laboral que viene
30/04/2017|c272|http://www.lanacion.com.ar/2018893-como-prepararse-para-un-manana-incierto|None
30/04/2017|c272|http://www.lanacion.com.ar/2018894-ante-la-inteligencia-artificial-mucha-inteligencia-emocional|El desarrollo de características humanas será clave en un futuro lleno de robots
30/04/2017|c272|http://www.lanacion.com.ar/2018896-los-millennials-tambien-deberan-adaptarseal-nuevo-escenario|En el futuro se necesitarán personas apasionadas que sepan reinventarse
30/04/2017|c272|http://www.lanacion.com.ar/2018962-sanguinetti-y-werthein-el-populismo-es-hijo-espurio-de-la-prosperidad|El dos veces presidente uruguayo y uno de los cuatro accionistas del Grupo Werthein se sometieron a un debate entre dos mundos: política y empresas; su visión sobre el futuro
30/04/2017|c272|http://www.lanacion.com.ar/2018970-el-ejercicio-del-derecho-de-huelga-versus-manifestaciones-que-son-solo-el-mero-hecho-de-la-huelga|None
30/04/2017|c272|http://www.lanacion.com.ar/2018971-anticipan-mas-pagos-de-la-reparacion-jubilatoria|Algo más de 117.500 personas recibirán un incremento con sus haberes de mayo
30/04/2017|c272|http://www.lanacion.com.ar/2019003-los-inversores-atentos-a-la-volatilidad-de-mayo|Abril terminó con un excelente balance para los mercados, pero se ve en el horizonte una corrección de corto plazo;                 los operadores siguen  de cerca la agenda de Estados Unidos y las posibles decisiones de la Fed; Francia también está bajo la lupa
30/04/2017|c272|http://www.lanacion.com.ar/2019004-cursos-y-jornadas|None
30/04/2017|c272|http://www.lanacion.com.ar/2019031-que-tiene-en-mente-mario-quintana|El hombre de más bajo perfil del gabinete responde a todo: el consumo, el rol del Banco Central, las perspectivas y hasta la candidatura de Elisa Carrió
30/04/2017|c272|http://www.lanacion.com.ar/2019032-las-gaseosas-copan-los-hogares-criollos|Son el producto más consumido entre las bebidas; las segundas marcas ganan espacio
30/04/2017|c272|http://www.lanacion.com.ar/2019184-los-secretos-detras-de-la-cumbre-que-viene|None
30/04/2017|c272|http://www.lanacion.com.ar/2019256-capitulo-final-de-ganancias-2016-quienes-pagaran-mas-impuesto|La AFIP borró deducciones por familia que no cumplían con los requisitos y eso elevó la carga fiscal; en estos días se liquida el impuesto anual
30/04/2017|c272|http://www.lanacion.com.ar/2019279-nuevo-sector-publico-desempeno-bajo-la-lupa-y-estabilidad-limitada|Tras el relanzamiento del Instituto Nacional de la Administración Pública,desde el Gobierno aseguran que el resultado de la evaluación tendrá consecuencias en la carrera
30/04/2017|c272|http://www.lanacion.com.ar/2019281-seran-menos-relevantes-los-ceo-que-no-usen-las-redes-sociales|None
30/04/2017|c272|http://www.lanacion.com.ar/2019283-sintesis|None
30/04/2017|c272|http://www.lanacion.com.ar/2019284-andrea-avila-en-2017-hubo-mas-contrataciones-que-desvinculaciones|None
30/04/2017|c272|http://www.lanacion.com.ar/2019293-ficcion-o-realidad-una-novela-donde-el-trabajo-es-una-realidad-vital|En Recursos Inhumanos, el nuevo libro de Pierre Lemaitre, el autor explora la psicología de los asalariados y el paradigma de la vida digna a través del empleo
30/04/2017|c7|http://www.lanacion.com.ar/2018832-donal-trump-cien-dias-ilustrados|La Society for News Design y el diario danés Politiken convocaron a medios de todo el mundo a enviar caricaturas e ilustraciones que reflejaran los primeros cien días del presidente norteamericano en el poder; de los más de cien trabajos recibidos, se seleccionaron 55 (LA NACION, entre ellos) de 34 países; aquí, algunos de los más destacados
30/04/2017|c7|http://www.lanacion.com.ar/2019181-en-su-intento-por-llegar-al-palacio-del-eliseo-le-pen-modera-su-discurso|La candidata del ultraderechista Frente Nacional se alía con el soberanista Nicolas Dupont-Aignan y condiciona la salida del euro si gana el ballottage el próximo domingo
30/04/2017|c7|http://www.lanacion.com.ar/2019182-la-ue-oficializa-las-lineas-rojas-del-brexit|Los 27 miembros definieron las prioridades en la negociación con Londres
30/04/2017|c7|http://www.lanacion.com.ar/2019183-un-argentino-llegaal-poder-en-barcelona|El tucumano Gerardo Pisarello cubre a Ada Colau, con licencia por maternidad
30/04/2017|c7|http://www.lanacion.com.ar/2019199-el-unico-extremismo-valido-para-los-creyentes-es-el-de-la-caridad-dijo-el-papa-en-egipto|En el cierre de su arriesgado viaje al país africano, afectado por el terrorismo, llamó a los islámicos a trabajar juntos por la paz
30/04/2017|c7|http://www.lanacion.com.ar/2019200-francisco-cauteloso-sobre-venezuela|El Vaticano podría volver a intentar una mediación, pero exige garantías a las partes
30/04/2017|c7|http://www.lanacion.com.ar/2019232-la-marcha-del-clima-alimenta-la-resistencia-a-trump|Una masiva manifestación en Washington contra el cambio climático sumó reclamos contra el presidente
30/04/2017|c7|http://www.lanacion.com.ar/2019254-contraofensiva-maduro-prepara-una-nuevo-plan-para-frenar-las-protestas|El presidente apelaría a una batería de medidas que estimularían el consumo interno y le cedería más poder a las administraciones comunales
30/04/2017|c7|http://www.lanacion.com.ar/2019255-tamara-taraciuk-no-hay-ninguna-institucion-publica-en-pie-que-actue-como-freno-al-poder-ejecutivo-venezolano|La representante de Human Rights Watch para Venezuela asegura que cayó la fachada democrática que sostenía el chavismo
30/04/2017|c7|http://www.lanacion.com.ar/2019309-el-papa-pidio-que-se-evite-cualquier-forma-de-violencia-y-se-respeten-los-ddhh-en-venezuela|Lamentó las numerosas muertes y llamó a buscar "soluciones negociadas a la grave crisis que está agotando a la población”
30/04/2017|c7|http://www.lanacion.com.ar/2019330-murio-ueli-steck-el-hombre-record-de-la-montanas|La "máquina suiza" -como se lo conocía- tenía previsto subir los 8.850 metros del Everest; lo encontraron destrozado por un caída en Nepal
30/04/2017|c7|http://www.lanacion.com.ar/2019334-al-menos-cuatro-muertos-por-multiples-tornados-en-texas|Las fuertes tormentas causaron daños en casas, caminos y líneas eléctricas; advierten que podría aumentar la cifra de víctimas fatales
30/04/2017|c7|http://www.lanacion.com.ar/2019351-donald-trump-califico-al-lider-de-corea-del-norte-como-un-tipo-resistente-y-despabilado|En una entrevista, el presidente norteamericano se refirió de manera amable hacia Kim Jong-un, pero deslizó: "Si prepara una prueba nuclear, no estaré feliz"
30/04/2017|c7|http://www.lanacion.com.ar/2019357-el-papa-francisco-dijo-que-no-tiene-en-agenda-viajar-a-la-argentina-en-2018|Ante los rumores sobre una eventual visita, el Papa llamó a Luis Liberman, director general de la Cátedra del Diálogo y la Cultura del Encuentro y le dijo que estará en Perú y Chile
30/04/2017|c28|http://www.lanacion.com.ar/2019144-historia-de-una-obsesion|None
30/04/2017|c28|http://www.lanacion.com.ar/2019173-ravioles-que-engordan|La administración del Estado es como una ameba que se multiplica cuando encuentra espacio; ha pasado con todos los gobiernos, incluso hoy
30/04/2017|c28|http://www.lanacion.com.ar/2019174-libre-transito-y-abusos|None
30/04/2017|c28|http://www.lanacion.com.ar/2019175-cartas-de-los-lectores|La peste del olvido, de Macondo a Santa Cruz; Dingidad robada; Descontento; Madres en TV Pública; Gastos en el Estado; Almuerzo espartano; El viaje de Cristina; Tasas de interés; El costo argentino; Esclerosis múltiple; Validez de los DNI; Factura de luz
30/04/2017|c28|http://www.lanacion.com.ar/2019177-memoria-fraudulenta|"El kirchnerismo gobernó Santa Cruz sólo hasta 2003"(De Virginia García, senadora y cuñada de Máximo Kirchner)
30/04/2017|c28|http://www.lanacion.com.ar/2019178-las-alucinaciones-populistas-otro-desafio-para-macri|None
30/04/2017|c28|http://www.lanacion.com.ar/2019180-envio|None
30/04/2017|c28|http://www.lanacion.com.ar/2019196-ilustrado|None
30/04/2017|c28|http://www.lanacion.com.ar/2019197-el-futuro-de-tinelli|None
30/04/2017|c28|http://www.lanacion.com.ar/2019301-un-drastico-cambio-de-la-politica-exterior|None
30/04/2017|c28|http://www.lanacion.com.ar/2019302-internet-un-pasaje-del-amor-al-espanto|None
30/04/2017|c28|http://www.lanacion.com.ar/2019303-el-siniestro-juego-de-la-ballena-azul|None
30/04/2017|c131|http://www.lanacion.com.ar/2002860-la-tabla-de-posiciones-del-torneo-primera-division-201617-en-vivo|None
30/04/2017|c131|http://www.lanacion.com.ar/2015292-la-tabla-de-posiciones-del-torneo-primera-division-201617-en-vivo|Se juega la fecha 22 del campeonato
30/04/2017|c131|http://www.lanacion.com.ar/2015892-torneo-primera-division-titulo-ultimos-partidos-torneo-20162017|Los xeneizes son líderes del certamen, con tres puntos de diferencia sobre su escolta más cercano; cómo se juegan las últimas ocho fechas
30/04/2017|c131|http://www.lanacion.com.ar/2018890-gimnasia-la-plata-san-lorenzo-torneo-primera-division|Venció 1-0 a Gimnasia en La Plata y tomó envión para seguir vivo en la Copa Libertadores
30/04/2017|c131|http://www.lanacion.com.ar/2018974-temperley-vs-racing-la-academia-quiere-seguir-su-escalada-en-la-tabla|Guevgeozián (2) y Di Lorenzo anotaron para el Gasolero, que sumó tres puntos vitales para el descenso; el equipo de Cocca fue derrotado después de cinco victorias seguidas
30/04/2017|c131|http://www.lanacion.com.ar/2019104-horarios-y-tv-boca-defiende-la-punta-del-torneo-ante-arsenal-y-quiere-estirar-la-ventaja|El xeneize jugará en la Bombonera desde las 19.10; el clásico entre Godoy Cruz y san Martín de San Juan, otro de los atractivos
30/04/2017|c131|http://www.lanacion.com.ar/2019117-jockey-casi-por-azar-premiado-por-ser-el-mejor-aprendiz-y-ahora-protagonista-de-la-fiesta-del-1-de-mayo-en-palermo|Un caballo de andar dolorido fue el punto de partida del camino que llevó a Gustavo Nicolás Villalba, de 20 años, a obtener el premio Pellegrini al mejor novato de 2016, ganar clásicos y ser una de las figuras de la gran del República Argentina
30/04/2017|c131|http://www.lanacion.com.ar/2019155-marcos-maidana-no-vuelvo-al-boxeo-aunque-me-ofrezcan-una-superpelea|El Chino quedó en la historia por sus dos choques con Mayweather que lo llevaron a la fama ; a los 33 años, disfruta de la libertad, tiene una promotora y se ilusiona con su hermano Fabián
30/04/2017|c131|http://www.lanacion.com.ar/2019157-el-debut-de-barrios-una-metafora-de-estos-tiempos|None
30/04/2017|c131|http://www.lanacion.com.ar/2019171-acomodar-franquicia-y-estructuras-parece-costar-demasiado|None
30/04/2017|c131|http://www.lanacion.com.ar/2019172-a-newells-ya-es-normal-que-el-1-a-0-le-caiga-bien|None
30/04/2017|c131|http://www.lanacion.com.ar/2019257-cambiaso-y-un-triunfo-que-estimula-el-reencuentro-familiar|Jugó con sus sobrinos y compartió el palenque con su cuñado Castagnola, con el que está distanciado desde 2010; la jornada mostró una amplia superioridad argentina frente a Uruguay
30/04/2017|c131|http://www.lanacion.com.ar/2019267-el-regreso-de-rulo-lasala-a-cuba-ya-dio-sus-primeros-dividendos|La vuelta del coach al equipo de Villa de Mayo se estrenó con un triunfo sobre el SIC
30/04/2017|c131|http://www.lanacion.com.ar/2019274-messi-esta-encendido-empuja-a-barcelona-hasta-el-final-y-brilla-con-las-asistencias|No marcó en el clásico catalán, pero con su papel de asistidor sobresale en el apretado cierre de la Liga en disputa con Real Madrid
30/04/2017|c131|http://www.lanacion.com.ar/2019311-gp-de-sochi-un-nuevo-capitulo-del-mal-momento-de-fernando-alonso-abandono-antes-de-la-largada|Tuvo que dejar su McLaren tirado en la pista y se volvió caminando a boxes; todavía no pudo terminar una carrera en la temporada
30/04/2017|c131|http://www.lanacion.com.ar/2019315-godoy-cruz-san-martin-de-san-juan-horario-tv-y-formaciones-del-clasico|Fue 0-0 en el estadio Malvinas Argentinas; hubo pocas situaciones de gol y los dos parecieron conformarse
30/04/2017|c131|http://www.lanacion.com.ar/2019316-rosario-central-aldosivi-torneo-primera-division-horario-tv-y-formaciones|El equipo rosarino se impuso con goles de Germán Herrera y Fabián Bordagaray
30/04/2017|c131|http://www.lanacion.com.ar/2019317-boca-arsenal-torneo-primera-division-horario-tv-y-formaciones-de-un-partido-en-el-que-el-xeneize-busca-retomar-la-senda-del-triunfo|Tras cuatro jornadas ausente por lesión, el capitán recuperó su lugar como líder y cerebro del equipo xeneize; Benedetto,el goleador del campeonato, marcó por duplicado; el tercero lo hizo el pibe Maroni
30/04/2017|c131|http://www.lanacion.com.ar/2019318-olimpo-atletico-de-rafaela-torneo-primera-division-horario-tv-y-formaciones|Se impuso por 2 a 1 con goles de Fernando Luna y Gabriel Gudiño; Carlos Rodríguez, el tanto de los locales
30/04/2017|c131|http://www.lanacion.com.ar/2019321-rivales-no-enemigos-la-campana-de-los-equipos-grandes-para-la-reinsercion-de-jovenes-en-la-sociedad-a-traves-del-deporte|Realizada en conjunto con River, San Lorenzo, Huracán, Racing e Independiente, Boca participó de la primera acción en institutos de menores
30/04/2017|c131|http://www.lanacion.com.ar/2019322-gp-de-rusia-de-formula-1-valtteri-bottas-resistio-el-embate-de-las-ferrari-y-logro-el-primer-triunfo-de-su-carrera|El piloto finlandés terminó adelante en Sochi; Vettel y Raikkonen completaron el podio
30/04/2017|c131|http://www.lanacion.com.ar/2019326-atp-barcelona-rafael-nadal-thiem|Tras alcanzar esa cantidad de títulos en Montecarlo, repitió el hito una semana después; derrotó al austríaco por 6-4 y 6-1
30/04/2017|c131|http://www.lanacion.com.ar/2019328-me-mato-por-el-equipo-jorge-sampaoli-evito-hablar-sobre-la-seleccion-argentina-y-remarco-su-fidelidad-con-sevilla|El DT del conjunto andaluz salió al cruce de las versiones y puso el foco en la posibilidad de terminar el torneo en "zona de Champions"
30/04/2017|c131|http://www.lanacion.com.ar/2019337-premier-league-el-tottenham-de-pochettino-le-gano-a-arsenal-y-le-pelea-el-titulo-a-chelsea-asi-esta-la-tabla|En el clásico del norte de Londres, los Spurs ganaron 2-0 y se mantienen a cuatro puntos del líder, que goleó a Everton de visitante
30/04/2017|c131|http://www.lanacion.com.ar/2019339-el-policia-mascherano-y-messi-prendido-fuego-el-video-de-los-emojis-de|El arquero blaugrana participó del clip que se emite por Barca TV
30/04/2017|c131|http://www.lanacion.com.ar/2019341-luis-scola-explico-los-motivos-por-los-que-cree-que-su-carrera-en-la-nba-se-termino|El capitán de la selección argentina, que este domingo cumplió 37 años, dijo: "La NBA se volvió muy difícil para mí"; las posibilidades en Europa
30/04/2017|c131|http://www.lanacion.com.ar/2019348-inter-napoli-un-duelo-del-alto-voltaje-para-cerrar-la-fecha-en-el-calcio|El equipo del sur de Italia se impuso por 1-0 y acortó la distancia con la Roma, que más temprano había perdido el clásico ante Lazio
30/04/2017|c131|http://www.lanacion.com.ar/2019349-rafael-nadal-y-el-objetivo-de-ganar-su-decimo-roland-garros-no-me-importa-mucho|El español ganó este domingo el ATP de Barcelona por décima vez; cuáles son sus próximos objetivos
